date,state,Cases 24hr,Cases % 24hr,Deaths 24hr,Deaths % 24hr ,Tests 24hr,Positive Tests 24hr,Total Recovered,Total Active Infections,Total Cases,Total Deaths
4-13-2020,PR,6,0.669%,1,2.273%,147,4.082%,,858,903,45
4-12-2020,PR,109,13.832%,2,4.762%,345,31.594%,,853,897,44
4-11-2020,PR,63,8.69%,3,7.692%,525,12%,,746,788,42
4-10-2020,PR,42,6.149%,6,18.182%,460,9.13%,,686,725,39
4-9-2020,PR,63,10.161%,9,37.5%,500,12.6%,,650,683,33
4-8-2020,PR,47,8.202%,1,4.348%,347,13.545%,,596,620,24
4-7-2020,PR,60,11.696%,2,9.524%,594,10.101%,,550,573,23
4-6-2020,PR,38,8%,1,5%,397,9.572%,,492,513,21
4-5-2020,PR,23,5.088%,2,11.111%,491,4.684%,,455,475,20
4-4-2020,PR,74,19.577%,3,20%,630,11.746%,,434,452,18
4-3-2020,PR,62,19.62%,3,25%,507,12.229%,,363,378,15
4-2-2020,PR,30,10.49%,1,9.091%,225,13.333%,,304,316,12
4-1-2020,PR,47,19.665%,3,37.5%,261,18.008%,,275,286,11
3-31-2020,PR,65,37.356%,2,33.333%,329,19.757%,,231,239,8
3-30-2020,PR,47,37.008%,1,20%,137,34.307%,,168,174,6
3-29-2020,PR,27,27%,2,66.667%,129,20.93%,,122,127,5
3-28-2020,PR,21,26.582%,0,0%,241,8.714%,,97,100,3
3-27-2020,PR,15,23.438%,1,50%,157,9.554%,,76,79,3
3-26-2020,PR,13,25.49%,0,0%,73,17.808%,,62,64,2
3-25-2020,PR,12,30.769%,0,0%,61,19.672%,,49,51,2
3-24-2020,PR,8,25.806%,0,0%,87,9.195%,,37,39,2
3-23-2020,PR,8,34.783%,1,100%,14,57.143%,,29,31,2
3-22-2020,PR,2,9.524%,1,Infinity%,42,4.762%,,22,23,1
3-21-2020,PR,7,50%,0,0,36,19.444%,,21,21,
3-20-2020,PR,9,180%,0,0,67,13.433%,,14,14,
3-19-2020,PR,0,0%,0,0,25,0%,,5,5,
3-18-2020,PR,0,0%,0,0,18,0%,,5,5,
3-17-2020,PR,0,0%,0,0,4,0%,,5,5,
3-16-2020,PR,,0,,0,,0,,5,5,
5-25-2020,IN,339,1.08%,0,0%,5450,6.22%,,29739,31715,1976
5-24-2020,IN,475,1.537%,33,1.698%,5868,8.095%,,29400,31376,1976
5-23-2020,IN,492,1.618%,2,0.103%,6372,7.721%,,28958,30901,1943
5-22-2020,IN,473,1.58%,28,1.464%,5566,8.498%,,28468,30409,1941
5-21-2020,IN,662,2.261%,49,2.629%,7257,9.122%,,28023,29936,1913
5-20-2020,IN,569,1.982%,40,2.193%,6408,8.88%,,27410,29274,1864
5-19-2020,IN,450,1.593%,59,3.343%,5418,8.306%,,26881,28705,1824
5-18-2020,IN,477,1.717%,14,0.8%,6669,7.152%,,26490,28255,1765
5-17-2020,IN,498,1.826%,10,0.574%,5885,8.462%,,26027,27778,1751
5-16-2020,IN,625,2.345%,50,2.957%,5910,10.575%,,25539,27280,1741
5-15-2020,IN,602,2.311%,45,2.734%,5209,11.557%,,24964,26655,1691
5-14-2020,IN,580,2.277%,27,1.668%,6156,9.422%,,24407,26053,1646
5-13-2020,IN,346,1.377%,41,2.598%,3573,9.684%,,23854,25473,1619
5-12-2020,IN,500,2.03%,38,2.468%,3822,13.082%,,23549,25127,1578
5-11-2020,IN,501,2.077%,32,2.122%,6659,7.524%,,23087,24627,1540
5-10-2020,IN,394,1.66%,18,1.208%,4343,9.072%,,22618,24126,1508
5-9-2020,IN,586,2.532%,43,2.972%,5558,10.543%,,22242,23732,1490
5-8-2020,IN,643,2.857%,33,2.334%,5346,12.028%,,21699,23146,1447
5-7-2020,IN,633,2.894%,37,2.687%,4286,14.769%,,21089,22503,1414
5-6-2020,IN,837,3.979%,51,3.846%,4662,17.954%,,20493,21870,1377
5-5-2020,IN,526,2.565%,62,4.905%,2537,20.733%,,19707,21033,1326
5-4-2020,IN,574,2.88%,18,1.445%,4438,12.934%,,19243,20507,1264
5-3-2020,IN,638,3.307%,17,1.383%,4718,13.523%,,18687,19933,1246
5-2-2020,IN,665,3.57%,54,4.596%,4502,14.771%,,18066,19295,1229
5-1-2020,IN,795,4.458%,61,5.476%,4641,17.13%,,17455,18630,1175
4-30-2020,IN,653,3.8%,49,4.601%,3448,18.939%,,16721,17835,1114
4-29-2020,IN,594,3.581%,164,18.202%,4369,13.596%,,16117,17182,1065
4-28-2020,IN,627,3.928%,57,6.754%,2705,23.179%,,15687,16588,901
4-27-2020,IN,949,6.322%,31,3.813%,2768,34.285%,,15117,15961,844
4-26-2020,IN,617,4.286%,28,3.567%,1934,31.903%,,14199,15012,813
4-25-2020,IN,715,5.227%,44,5.938%,4221,16.939%,,13610,14395,785
4-24-2020,IN,641,4.916%,35,4.958%,3513,18.247%,,12939,13680,741
4-23-2020,IN,601,4.832%,45,6.808%,2570,23.385%,,12333,13039,706
4-22-2020,IN,341,2.819%,31,4.921%,2206,15.458%,,11777,12438,661
4-21-2020,IN,411,3.517%,61,10.721%,2625,15.657%,,11467,12097,630
4-20-2020,IN,476,4.246%,7,1.246%,3497,13.612%,,11117,11686,569
4-19-2020,IN,569,5.347%,17,3.119%,4269,13.329%,,10648,11210,562
4-18-2020,IN,487,4.796%,26,5.01%,2088,23.324%,,10096,10641,545
4-17-2020,IN,612,6.414%,42,8.805%,3670,16.676%,,9635,10154,519
4-16-2020,IN,587,6.555%,41,9.404%,2719,21.589%,,9065,9542,477
4-15-2020,IN,428,5.019%,48,12.371%,2379,17.991%,,8519,8955,436
4-14-2020,IN,291,3.533%,38,10.857%,1478,19.689%,,8139,8527,388
4-13-2020,IN,308,3.885%,7,2.041%,2050,15.024%,,7886,8236,350
4-12-2020,IN,493,6.631%,13,3.939%,3274,15.058%,,7585,7928,343
4-11-2020,IN,528,7.644%,30,10%,4175,12.647%,,7105,7435,330
4-10-2020,IN,556,8.755%,55,22.449%,2907,19.126%,,6607,6907,300
4-9-2020,IN,408,6.865%,42,20.69%,1264,32.278%,,6106,6351,245
4-8-2020,IN,436,7.917%,30,17.341%,2105,20.713%,,5740,5943,203
4-7-2020,IN,563,11.388%,34,24.46%,2573,21.881%,,5334,5507,173
4-6-2020,IN,533,12.083%,12,9.449%,3539,15.061%,,4805,4944,139
4-5-2020,IN,458,11.586%,11,9.483%,2852,16.059%,,4284,4411,127
4-4-2020,IN,516,15.013%,14,13.725%,1965,26.26%,,3837,3953,116
4-3-2020,IN,398,13.096%,24,30.769%,1550,25.677%,,3335,3437,102
4-2-2020,IN,474,18.48%,13,20%,1910,24.817%,,2961,3039,78
4-1-2020,IN,406,18.805%,16,32.653%,1002,40.519%,,2500,2565,65
3-31-2020,IN,373,20.885%,14,40%,1715,21.749%,,2110,2159,49
3-30-2020,IN,272,17.966%,3,9.375%,1828,14.88%,,1751,1786,35
3-29-2020,IN,282,22.89%,1,3.226%,1423,19.817%,,1482,1514,32
3-28-2020,IN,251,25.586%,7,29.167%,1471,17.063%,,1201,1232,31
3-27-2020,IN,336,52.093%,7,41.176%,2285,14.705%,,957,981,24
3-26-2020,IN,168,35.22%,3,21.429%,1295,12.973%,,628,645,17
3-25-2020,IN,112,30.685%,2,16.667%,425,26.353%,,463,477,14
3-24-2020,IN,106,40.927%,5,71.429%,971,10.917%,,353,365,12
3-23-2020,IN,58,28.856%,1,16.667%,466,12.446%,,252,259,7
3-22-2020,IN,75,59.524%,2,50%,661,11.346%,,195,201,6
3-21-2020,IN,47,59.494%,2,100%,279,16.846%,,122,126,4
3-20-2020,IN,23,41.071%,0,0%,174,13.218%,,77,79,2
3-19-2020,IN,17,43.59%,0,0%,187,9.091%,,54,56,2
3-18-2020,IN,9,30%,0,0%,34,26.471%,,37,39,2
3-17-2020,IN,6,25%,1,100%,20,30%,,28,30,2
3-16-2020,IN,5,26.316%,1,Infinity%,18,27.778%,,23,24,1
3-15-2020,IN,4,26.667%,0,0,32,12.5%,,19,19,0
3-14-2020,IN,3,25%,0,0,16,18.75%,,15,15,0
3-13-2020,IN,0,0%,0,0,9,0%,,12,12,
3-12-2020,IN,2,20%,0,0,21,9.524%,,12,12,
3-11-2020,IN,4,66.667%,0,0,7,57.143%,,NaN,10,
3-10-2020,IN,4,200%,0,0,34,11.765%,,NaN,6,
3-9-2020,IN,0,0%,0,0,0,0,,NaN,2,
3-8-2020,IN,1,100%,0,0,1,100%,,NaN,2,
3-7-2020,IN,0,0%,0,0,0,0,,NaN,1,
3-6-2020,IN,,0,,0,,0,,NaN,1,
5-25-2020,TX,623,1.126%,21,1.394%,42109,1.479%,35292,19152,55971,1527
5-24-2020,TX,839,1.539%,0,0%,839,100%,33385,20457,55348,1506
5-23-2020,TX,1060,1.983%,26,1.757%,21344,4.966%,32277,20726,54509,1506
5-22-2020,TX,1181,2.26%,40,2.778%,1181,100%,31223,20746,53449,1480
5-21-2020,TX,945,1.841%,21,1.48%,19253,4.908%,30341,20487,52268,1440
5-20-2020,TX,1411,2.827%,50,3.652%,20782,6.79%,30341,19563,51323,1419
5-19-2020,TX,1219,2.503%,22,1.633%,20301,6.005%,29359,19184,49912,1369
5-18-2020,TX,909,1.902%,11,0.823%,29490,3.082%,28371,18975,48693,1347
5-17-2020,TX,785,1.67%,31,2.375%,11616,6.758%,27570,18878,47784,1336
5-16-2020,TX,1801,3.985%,33,2.594%,29109,6.187%,26601,19093,46999,1305
5-15-2020,TX,1347,3.072%,56,4.605%,22317,6.036%,25454,18472,45198,1272
5-14-2020,TX,1448,3.415%,58,5.009%,30537,4.742%,24487,18148,43851,1216
5-13-2020,TX,1355,3.301%,25,2.207%,18604,7.283%,23519,17726,42403,1158
5-12-2020,TX,1179,2.957%,33,3%,12475,9.451%,22674,17241,41048,1133
5-11-2020,TX,1000,2.573%,12,1.103%,23921,4.18%,21713,17056,39869,1100
5-10-2020,TX,1009,2.665%,39,3.718%,12482,8.084%,21022,16759,38869,1088
5-9-2020,TX,1251,3.417%,45,4.482%,12176,10.274%,20141,16670,37860,1049
5-8-2020,TX,1219,3.444%,31,3.186%,21956,5.552%,19197,16408,36609,1004
5-7-2020,TX,968,2.812%,25,2.637%,16224,5.966%,18440,15977,35390,973
5-6-2020,TX,1053,3.156%,42,4.636%,11728,8.979%,17622,15852,34422,948
5-5-2020,TX,1037,3.207%,22,2.489%,19812,5.234%,16791,15672,33369,906
5-4-2020,TX,784,2.485%,17,1.961%,16838,4.656%,16090,15358,32332,884
5-3-2020,TX,1026,3.362%,20,2.361%,9912,10.351%,15544,15137,31548,867
5-2-2020,TX,1293,4.424%,31,3.799%,28873,4.478%,14891,14784,30522,847
5-1-2020,TX,1142,4.066%,34,4.348%,21475,5.318%,14122,14291,29229,816
4-30-2020,TX,1033,3.818%,50,6.831%,15510,6.66%,13353,13952,28087,782
4-29-2020,TX,883,3.374%,42,6.087%,14406,6.129%,12507,13815,27054,732
4-28-2020,TX,874,3.455%,27,4.072%,9867,8.858%,11786,13695,26171,690
4-27-2020,TX,666,2.704%,15,2.315%,14496,4.594%,11170,13464,25297,663
4-26-2020,TX,858,3.609%,25,4.013%,13205,6.498%,10763,13220,24631,648
4-25-2020,TX,967,4.24%,30,5.059%,20269,4.771%,9986,13164,23773,623
4-24-2020,TX,862,3.928%,32,5.704%,17469,4.934%,9156,13057,22806,593
4-23-2020,TX,875,4.153%,18,3.315%,8295,10.549%,8025,13358,21944,561
4-22-2020,TX,873,4.323%,26,5.029%,11384,7.669%,7341,13185,21069,543
4-21-2020,TX,738,3.793%,22,4.444%,15005,4.918%,6486,13193,20196,517
4-20-2020,TX,535,2.827%,18,3.774%,7684,6.963%,5706,13257,19458,495
4-19-2020,TX,663,3.631%,24,5.298%,6471,10.246%,5334,13112,18923,477
4-18-2020,TX,889,5.118%,25,5.841%,6703,13.263%,4806,13001,18260,453
4-17-2020,TX,916,5.567%,35,8.906%,10989,8.336%,4190,12753,17371,428
4-16-2020,TX,963,6.216%,29,7.967%,6737,14.294%,3677,12385,16455,393
4-15-2020,TX,868,5.935%,46,14.465%,5343,16.246%,3150,11978,15492,364
4-14-2020,TX,718,5.163%,31,10.801%,13241,5.423%,2580,11726,14624,318
4-13-2020,TX,422,3.13%,16,5.904%,8693,4.854%,2269,11350,13906,287
4-12-2020,TX,923,7.348%,17,6.693%,4000,23.075%,2014,11199,13484,271
4-11-2020,TX,890,7.626%,28,12.389%,4815,18.484%,1617,10690,12561,254
4-10-2020,TX,1441,14.086%,27,13.568%,9584,15.035%,1366,10079,11671,226
4-9-2020,TX,877,9.377%,22,12.429%,9876,8.88%,1101,8930,10230,199
4-8-2020,TX,1091,13.205%,23,14.935%,7609,14.338%,38,9138,9353,177
4-7-2020,TX,986,13.551%,14,10%,3292,29.951%,38,8070,8262,154
4-6-2020,TX,464,6.812%,13,10.236%,14419,3.218%,38,7098,7276,140
4-5-2020,TX,702,11.489%,22,20.952%,7187,9.768%,38,6647,6812,127
4-4-2020,TX,780,14.634%,15,16.667%,7987,9.766%,38,5967,6110,105
4-3-2020,TX,661,14.157%,20,28.571%,5085,12.999%,38,5202,5330,90
4-2-2020,TX,672,16.813%,12,20.69%,2822,23.813%,38,4561,4669,70
4-1-2020,TX,731,22.382%,17,41.463%,4865,15.026%,38,3901,3997,58
3-31-2020,TX,389,13.521%,7,20.588%,7112,5.47%,38,3187,3266,41
3-30-2020,TX,325,12.735%,0,0%,10120,3.211%,38,2805,2877,34
3-29-2020,TX,500,24.366%,7,25.926%,500,100%,,2518,2552,34
3-28-2020,TX,321,18.544%,4,17.391%,1594,20.138%,,2025,2052,27
3-27-2020,TX,335,23.997%,5,27.778%,2242,14.942%,,1708,1731,23
3-26-2020,TX,422,43.326%,6,50%,7930,5.322%,,1378,1396,18
3-25-2020,TX,564,137.561%,3,33.333%,2327,24.237%,,962,974,12
3-24-2020,TX,58,16.477%,1,12.5%,1112,5.216%,,401,410,9
3-23-2020,TX,18,5.389%,3,60%,1299,1.386%,,344,352,8
3-22-2020,TX,30,9.868%,0,0%,2234,1.343%,,329,334,5
3-21-2020,TX,110,56.701%,0,0%,1245,8.835%,,299,304,5
3-20-2020,TX,51,35.664%,2,66.667%,2922,1.745%,,189,194,5
3-19-2020,TX,60,72.289%,1,50%,448,13.393%,,140,143,3
3-18-2020,TX,19,29.688%,1,100%,639,2.973%,,81,83,2
3-17-2020,TX,7,12.281%,1,Infinity%,1211,0.578%,,63,64,1
3-16-2020,TX,1,1.786%,0,0,1,100%,,57,57,
3-15-2020,TX,5,9.804%,0,0,5,100%,,56,56,
3-14-2020,TX,12,30.769%,0,0,12,100%,,51,51,
3-13-2020,TX,16,69.565%,0,0,16,100%,,39,39,
3-12-2020,TX,2,9.524%,0,0,2,100%,,23,23,
3-11-2020,TX,8,61.538%,0,0,8,100%,,NaN,21,
3-10-2020,TX,1,8.333%,0,0,1,100%,,NaN,13,
3-9-2020,TX,4,50%,0,0,4,100%,,NaN,12,
3-8-2020,TX,0,0%,0,0,0,0,,NaN,8,
3-7-2020,TX,3,60%,0,0,3,100%,,NaN,8,
3-6-2020,TX,4,400%,0,0,4,100%,,NaN,5,
3-5-2020,TX,0,0%,0,0,0,0,,NaN,1,
3-4-2020,TX,,0,,0,,0,,NaN,1,
5-25-2020,DE,156,1.771%,6,1.84%,2026,7.7%,4693,3940,8965,332
5-24-2020,DE,119,1.369%,2,0.617%,1336,8.907%,4598,3885,8809,326
5-23-2020,DE,161,1.888%,2,0.621%,1548,10.401%,4454,3912,8690,324
5-22-2020,DE,143,1.705%,5,1.577%,1444,9.903%,4296,3911,8529,322
5-21-2020,DE,192,2.343%,7,2.258%,2130,9.014%,4130,3939,8386,317
5-20-2020,DE,157,1.953%,6,1.974%,1280,12.266%,3965,3919,8194,310
5-19-2020,DE,168,2.135%,7,2.357%,1674,10.036%,3760,3973,8037,304
5-18-2020,DE,199,2.595%,7,2.414%,1593,12.492%,3545,4027,7869,297
5-17-2020,DE,123,1.63%,4,1.399%,1107,11.111%,3478,3902,7670,290
5-16-2020,DE,174,2.36%,15,5.535%,1480,11.757%,3367,3894,7547,286
5-15-2020,DE,150,2.077%,11,4.231%,1421,10.556%,3210,3892,7373,271
5-14-2020,DE,271,3.898%,13,5.263%,2104,12.88%,3080,3883,7223,260
5-13-2020,DE,211,3.13%,10,4.219%,1462,14.432%,2942,3763,6952,247
5-12-2020,DE,176,2.681%,12,5.333%,1363,12.913%,2802,3702,6741,237
5-11-2020,DE,118,1.83%,1,0.446%,889,13.273%,2619,3721,6565,225
5-10-2020,DE,170,2.708%,3,1.357%,1743,9.753%,2537,3686,6447,224
5-9-2020,DE,166,2.716%,8,3.756%,1032,16.085%,2450,3606,6277,221
5-8-2020,DE,172,2.896%,11,5.446%,938,18.337%,2288,3610,6111,213
5-7-2020,DE,161,2.786%,9,4.663%,858,18.765%,2110,3627,5939,202
5-6-2020,DE,407,7.578%,6,3.209%,1788,22.763%,2008,3577,5778,193
5-5-2020,DE,83,1.57%,5,2.747%,570,14.561%,1847,3337,5371,187
5-4-2020,DE,80,1.536%,5,2.825%,373,21.448%,1716,3390,5288,182
5-3-2020,DE,170,3.374%,9,5.357%,625,27.2%,1640,3391,5208,177
5-2-2020,DE,120,2.44%,9,5.66%,527,22.77%,1546,3324,5038,168
5-1-2020,DE,184,3.887%,7,4.605%,765,24.052%,1403,3356,4918,159
4-30-2020,DE,79,1.697%,8,5.556%,282,28.014%,1275,3307,4734,152
4-29-2020,DE,80,1.749%,7,5.109%,358,22.346%,1173,3338,4655,144
4-28-2020,DE,413,9.923%,12,9.6%,1564,26.407%,1096,3342,4575,137
4-27-2020,DE,128,3.173%,5,4.167%,367,34.877%,996,3041,4162,125
4-26-2020,DE,458,12.808%,8,7.143%,1551,29.529%,911,3003,4034,120
4-25-2020,DE,134,3.893%,12,12%,319,42.006%,809,2655,3576,112
4-24-2020,DE,134,4.051%,8,8.696%,467,28.694%,703,2639,3442,100
4-23-2020,DE,108,3.375%,3,3.371%,359,30.084%,643,2573,3308,92
4-22-2020,DE,269,9.178%,7,8.537%,-103,-261.165%,599,2512,3200,89
4-21-2020,DE,186,6.776%,10,13.889%,186,100%,565,2284,2931,82
4-20-2020,DE,207,8.156%,5,7.463%,1676,12.351%,495,2178,2745,72
4-19-2020,DE,215,9.255%,6,9.836%,777,27.671%,466,2005,2538,67
4-18-2020,DE,0,0%,0,0%,0,0,423,1839,2323,61
4-17-2020,DE,248,11.952%,9,17.308%,667,37.181%,423,1839,2323,61
4-16-2020,DE,61,3.029%,6,13.043%,248,24.597%,378,1645,2075,52
4-15-2020,DE,253,14.367%,5,12.195%,798,31.704%,354,1614,2014,46
4-14-2020,DE,136,8.369%,6,17.143%,484,28.099%,277,1443,1761,41
4-13-2020,DE,146,9.872%,2,6.061%,717,20.363%,213,1377,1625,35
4-12-2020,DE,0,0%,0,0%,0,0,191,1255,1479,33
4-11-2020,DE,153,11.538%,10,43.478%,-638,-23.981%,191,1255,1479,33
4-10-2020,DE,119,9.859%,0,0%,1851,6.429%,177,1126,1326,23
4-9-2020,DE,279,30.065%,7,43.75%,1334,20.915%,173,1011,1207,23
4-8-2020,DE,0,0%,0,0%,0,0,144,768,928,16
4-7-2020,DE,255,37.89%,2,14.286%,1562,16.325%,144,768,928,16
4-6-2020,DE,0,0%,0,0%,0,0,71,588,673,14
4-5-2020,DE,80,13.491%,0,0%,527,15.18%,71,588,673,14
4-4-2020,DE,143,31.778%,0,0%,1022,13.992%,71,508,593,14
4-3-2020,DE,57,14.504%,2,16.667%,486,11.728%,71,365,450,14
4-2-2020,DE,25,6.793%,1,9.091%,576,4.34%,49,332,393,12
4-1-2020,DE,49,15.361%,1,10%,368,13.315%,49,308,368,11
3-31-2020,DE,55,20.833%,4,66.667%,1535,3.583%,22,287,319,10
3-30-2020,DE,32,13.793%,0,0%,2212,1.447%,9,249,264,6
3-29-2020,DE,18,8.411%,3,100%,18,100%,9,217,232,6
3-28-2020,DE,51,31.288%,1,50%,51,100%,9,202,214,3
3-27-2020,DE,33,25.385%,1,100%,33,100%,9,152,163,2
3-26-2020,DE,15,13.043%,1,Infinity%,15,100%,4,125,130,1
3-25-2020,DE,24,26.374%,0,0,24,100%,,115,115,0
3-24-2020,DE,23,33.824%,0,0,23,100%,,91,91,0
3-23-2020,DE,12,21.429%,0,0,12,100%,,68,68,0
3-22-2020,DE,11,24.444%,0,0,11,100%,,56,56,0
3-21-2020,DE,7,18.421%,0,0,7,100%,,45,45,0
3-20-2020,DE,8,26.667%,0,0,8,100%,,38,38,0
3-19-2020,DE,5,20%,0,0,5,100%,,30,30,0
3-18-2020,DE,9,56.25%,0,0,9,100%,,25,25,
3-17-2020,DE,8,100%,0,0,8,100%,,16,16,
3-16-2020,DE,2,33.333%,0,0,2,100%,,8,8,
3-15-2020,DE,0,0%,0,0,0,0,,6,6,
3-14-2020,DE,2,50%,0,0,8,25%,,6,6,
3-13-2020,DE,0,0%,0,0,7,0%,,4,4,
3-12-2020,DE,3,300%,0,0,9,33.333%,,4,4,
3-11-2020,DE,1,Infinity%,0,0,1,100%,,NaN,1,
3-10-2020,DE,0,0,0,0,2,0%,,NaN,0,
3-9-2020,DE,0,0,0,0,5,0%,,NaN,0,
3-8-2020,DE,0,0,0,0,0,0,,NaN,0,
3-7-2020,DE,0,0,0,0,0,0,,NaN,0,
3-6-2020,DE,,0,,0,,0,,NaN,0,
5-25-2020,ID,0,0%,0,0%,0,0,1755,792,2626,79
5-24-2020,ID,31,1.195%,0,0%,797,3.89%,1755,792,2626,79
5-23-2020,ID,61,2.407%,2,2.597%,1014,6.016%,1735,781,2595,79
5-22-2020,ID,28,1.117%,0,0%,707,3.96%,1720,737,2534,77
5-21-2020,ID,30,1.212%,0,0%,321,9.346%,1688,741,2506,77
5-20-2020,ID,21,0.855%,3,4.054%,498,4.217%,1668,731,2476,77
5-19-2020,ID,36,1.488%,1,1.37%,1397,2.577%,1649,732,2455,74
5-18-2020,ID,0,0%,0,0%,0,0,1612,734,2419,73
5-17-2020,ID,30,1.256%,0,0%,984,3.049%,1612,734,2419,73
5-16-2020,ID,38,1.616%,1,1.389%,943,4.03%,1588,728,2389,73
5-15-2020,ID,27,1.162%,3,4.348%,991,2.725%,1573,706,2351,72
5-14-2020,ID,31,1.352%,0,0%,626,4.952%,1557,698,2324,69
5-13-2020,ID,33,1.46%,-1,-1.429%,423,7.801%,1536,688,2293,69
5-12-2020,ID,30,1.345%,3,4.478%,563,5.329%,1508,682,2260,70
5-11-2020,ID,0,0%,0,0%,0,0,1473,690,2230,67
5-10-2020,ID,25,1.134%,0,0%,336,7.44%,1473,690,2230,67
5-9-2020,ID,27,1.24%,0,0%,536,5.037%,1442,696,2205,67
5-8-2020,ID,20,0.927%,1,1.515%,380,5.263%,1420,691,2178,67
5-7-2020,ID,31,1.457%,1,1.538%,345,8.986%,1399,693,2158,66
5-6-2020,ID,21,0.997%,1,1.563%,237,8.861%,1379,683,2127,65
5-5-2020,ID,45,2.183%,0,0%,501,8.982%,1358,684,2106,64
5-4-2020,ID,0,0%,1,1.587%,0,0,1267,730,2061,64
5-3-2020,ID,26,1.278%,0,0%,317,8.202%,1267,731,2061,63
5-2-2020,ID,20,0.993%,0,0%,265,7.547%,1215,757,2035,63
5-1-2020,ID,31,1.563%,3,5%,379,8.179%,1175,777,2015,63
4-30-2020,ID,32,1.639%,0,0%,464,6.897%,1121,803,1984,60
4-29-2020,ID,35,1.826%,2,3.448%,8330,0.42%,1087,805,1952,60
4-28-2020,ID,20,1.054%,2,3.571%,28,71.429%,1039,820,1917,58
4-27-2020,ID,10,0.53%,0,0%,526,1.901%,983,858,1897,56
4-26-2020,ID,17,0.909%,2,3.704%,17,100%,938,893,1887,56
4-25-2020,ID,34,1.852%,0,0%,34,100%,867,949,1870,54
4-24-2020,ID,34,1.887%,0,0%,275,12.364%,822,960,1836,54
4-23-2020,ID,36,2.039%,3,5.882%,1002,3.593%,767,981,1802,54
4-22-2020,ID,30,1.728%,3,6.25%,363,8.264%,710,1005,1766,51
4-21-2020,ID,64,3.828%,3,6.667%,362,17.68%,660,1028,1736,48
4-20-2020,ID,4,0.24%,1,2.273%,4,100%,585,1042,1672,45
4-19-2020,ID,13,0.785%,1,2.326%,494,2.632%,520,1104,1668,44
4-18-2020,ID,46,2.859%,2,4.878%,295,15.593%,453,1159,1655,43
4-17-2020,ID,22,1.386%,0,0%,410,5.366%,390,1178,1609,41
4-16-2020,ID,123,8.402%,2,5.128%,844,14.573%,,1546,1587,41
4-15-2020,ID,11,0.757%,6,18.182%,284,3.873%,,1425,1464,39
4-14-2020,ID,27,1.893%,6,22.222%,233,11.588%,,1420,1453,33
4-13-2020,ID,19,1.35%,0,0%,573,3.316%,,1399,1426,27
4-12-2020,ID,11,0.788%,2,8%,544,2.022%,,1380,1407,27
4-11-2020,ID,43,3.178%,1,4.167%,670,6.418%,,1371,1396,25
4-10-2020,ID,121,9.821%,6,33.333%,563,21.492%,,1329,1353,24
4-9-2020,ID,22,1.818%,3,20%,633,3.476%,,1214,1232,18
4-8-2020,ID,40,3.419%,2,15.385%,652,6.135%,,1195,1210,15
4-7-2020,ID,69,6.267%,3,30%,251,27.49%,,1157,1170,13
4-6-2020,ID,24,2.228%,0,0%,734,3.27%,,1091,1101,10
4-5-2020,ID,64,6.318%,0,0%,1391,4.601%,,1067,1077,10
4-4-2020,ID,122,13.692%,1,11.111%,925,13.189%,,1003,1013,10
4-3-2020,ID,222,33.184%,0,0%,663,33.484%,,882,891,9
4-2-2020,ID,144,27.429%,0,0%,681,21.145%,,660,669,9
4-1-2020,ID,110,26.506%,2,28.571%,889,12.373%,,516,525,9
3-31-2020,ID,105,33.871%,1,16.667%,1006,10.437%,,408,415,7
3-30-2020,ID,49,18.774%,1,20%,424,11.557%,,304,310,6
3-29-2020,ID,31,13.478%,1,25%,710,4.366%,,256,261,5
3-28-2020,ID,41,21.693%,1,33.333%,715,5.734%,,226,230,4
3-27-2020,ID,66,53.659%,3,Infinity%,669,9.865%,,186,189,3
3-26-2020,ID,50,68.493%,0,0,228,21.93%,,123,123,0
3-25-2020,ID,23,46%,0,0,23,100%,,73,73,0
3-24-2020,ID,3,6.383%,0,0,581,0.516%,,50,50,0
3-23-2020,ID,5,11.905%,0,0,139,3.597%,,47,47,0
3-22-2020,ID,11,35.484%,0,0,306,3.595%,,42,42,0
3-21-2020,ID,8,34.783%,0,0,298,2.685%,,31,31,
3-20-2020,ID,12,109.091%,0,0,143,8.392%,,23,23,
3-19-2020,ID,2,22.222%,0,0,2,100%,,11,11,
3-18-2020,ID,2,28.571%,0,0,115,1.739%,,9,9,
3-17-2020,ID,2,40%,0,0,83,2.41%,,7,7,
3-16-2020,ID,0,0%,0,0,91,0%,,5,5,
3-15-2020,ID,3,150%,0,0,3,100%,,5,5,
3-14-2020,ID,2,Infinity%,0,0,45,4.444%,,2,2,
3-13-2020,ID,0,0,0,0,38,0%,,0,0,
3-12-2020,ID,0,0,0,0,26,0%,,0,0,
3-11-2020,ID,0,0,0,0,26,0%,,NaN,0,
3-10-2020,ID,0,0,0,0,0,0,,NaN,0,
3-9-2020,ID,0,0,0,0,14,0%,,NaN,0,
3-8-2020,ID,0,0,0,0,0,0,,NaN,0,
3-7-2020,ID,,0,,0,,0,,NaN,0,
5-25-2020,KY,0,0%,0,0%,0,0,3102,5078,8571,391
5-24-2020,KY,145,1.721%,0,0%,-1603,-9.046%,3102,5078,8571,391
5-23-2020,KY,140,1.69%,5,1.295%,5219,2.683%,3069,4966,8426,391
5-22-2020,KY,119,1.457%,10,2.66%,7568,1.572%,3008,4892,8286,386
5-21-2020,KY,98,1.215%,10,2.732%,4686,2.091%,2919,4872,8167,376
