date,state,Cases 24hr,Cases % 24hr,Deaths 24hr,Deaths % 24hr ,Tests 24hr,Positive Tests 24hr,Total Recovered,Total Active Infections,Total Cases,Total Deaths
5-20-2020,KY,0,0%,0,0%,0,0,2826,4877,8069,366
5-19-2020,KY,381,4.956%,32,9.581%,24301,1.568%,2826,4877,8069,366
5-18-2020,KY,0,0%,0,0%,0,0,2768,4586,7688,334
5-17-2020,KY,244,3.278%,2,0.602%,1951,12.506%,2768,4586,7688,334
5-16-2020,KY,219,3.031%,4,1.22%,6456,3.392%,2739,4373,7444,332
5-15-2020,KY,145,2.048%,2,0.613%,3883,3.734%,2712,4185,7225,328
5-14-2020,KY,227,3.312%,5,1.558%,6761,3.357%,2649,4105,7080,326
5-13-2020,KY,176,2.636%,10,3.215%,6610,2.663%,2546,3986,6853,321
5-12-2020,KY,237,3.68%,7,2.303%,17101,1.386%,2335,4031,6677,311
5-11-2020,KY,0,0%,0,0%,0,0,2308,3828,6440,304
5-10-2020,KY,152,2.417%,6,2.013%,476,31.933%,2308,3828,6440,304
5-9-2020,KY,159,2.594%,4,1.361%,5046,3.151%,2266,3724,6288,298
5-8-2020,KY,195,3.286%,11,3.887%,2795,6.977%,2177,3658,6129,294
5-7-2020,KY,112,1.924%,8,2.909%,17592,0.637%,2125,3526,5934,283
5-6-2020,KY,577,11.001%,14,5.364%,967,59.669%,2058,3489,5822,275
5-5-2020,KY,115,2.242%,8,3.162%,1638,7.021%,1892,3092,5245,261
5-4-2020,KY,251,5.144%,5,2.016%,760,33.026%,1892,2985,5130,253
5-3-2020,KY,0,0%,0,0%,0,0,1752,2879,4879,248
5-2-2020,KY,171,3.632%,8,3.333%,1037,16.49%,1752,2879,4879,248
5-1-2020,KY,169,3.723%,5,2.128%,2511,6.73%,1675,2793,4708,240
4-30-2020,KY,164,3.749%,10,4.444%,1690,9.704%,1668,2636,4539,235
4-29-2020,KY,229,5.523%,12,5.634%,3612,6.34%,1617,2533,4375,225
4-28-2020,KY,72,1.767%,5,2.404%,325,22.154%,1521,2412,4146,213
4-27-2020,KY,169,4.328%,3,1.463%,1916,8.82%,1511,2355,4074,208
4-26-2020,KY,126,3.334%,5,2.5%,1596,7.895%,1501,2199,3905,205
4-25-2020,KY,298,8.561%,9,4.712%,2118,14.07%,1341,2238,3779,200
4-24-2020,KY,108,3.202%,6,3.243%,6769,1.596%,1335,1955,3481,191
4-23-2020,KY,181,5.67%,14,8.187%,2747,6.589%,1311,1877,3373,185
4-22-2020,KY,142,4.656%,17,11.039%,508,27.953%,1266,1755,3192,171
4-21-2020,KY,90,3.041%,6,4.054%,248,36.29%,1174,1722,3050,154
4-20-2020,KY,253,9.346%,4,2.778%,347,72.911%,1174,1638,2960,148
4-19-2020,KY,185,7.335%,7,5.109%,1629,11.357%,1174,1389,2707,144
4-18-2020,KY,93,3.829%,8,6.202%,849,10.954%,979,1406,2522,137
4-17-2020,KY,138,6.024%,7,5.738%,1423,9.698%,956,1344,2429,129
4-16-2020,KY,81,3.665%,7,6.087%,627,12.919%,862,1307,2291,122
4-15-2020,KY,162,7.91%,11,10.577%,1014,15.976%,653,1442,2210,115
4-14-2020,KY,85,4.33%,7,7.216%,817,10.404%,629,1315,2048,104
4-13-2020,KY,123,6.685%,3,3.191%,1299,9.469%,607,1259,1963,97
4-12-2020,KY,147,8.683%,4,4.444%,279,52.688%,464,1282,1840,94
4-11-2020,KY,0,0%,0,0%,0,0,464,1139,1693,90
4-10-2020,KY,347,25.78%,17,23.288%,2487,13.953%,464,1139,1693,90
4-9-2020,KY,197,17.145%,8,12.308%,197,100%,,1273,1346,73
4-8-2020,KY,141,13.988%,6,10.169%,1649,8.551%,,1084,1149,65
4-7-2020,KY,53,5.55%,14,31.111%,1188,4.461%,,949,1008,59
4-6-2020,KY,38,4.144%,5,12.5%,2104,1.806%,,910,955,45
4-5-2020,KY,86,10.349%,3,8.108%,1091,7.883%,,877,917,40
4-4-2020,KY,61,7.922%,6,19.355%,2768,2.204%,,794,831,37
4-3-2020,KY,90,13.235%,11,55%,4904,1.835%,,739,770,31
4-2-2020,KY,89,15.059%,3,17.647%,344,25.872%,,660,680,20
4-1-2020,KY,111,23.125%,6,54.545%,746,14.879%,,574,591,17
3-31-2020,KY,41,9.339%,2,22.222%,792,5.177%,,469,480,11
3-30-2020,KY,45,11.421%,0,0%,477,9.434%,,430,439,9
3-29-2020,KY,92,30.464%,1,12.5%,418,22.01%,,385,394,9
3-28-2020,KY,54,21.774%,2,33.333%,1107,4.878%,,294,302,8
3-27-2020,KY,50,25.253%,2,50%,716,6.983%,,242,248,6
3-26-2020,KY,41,26.115%,0,0%,278,14.748%,,194,198,4
3-25-2020,KY,33,26.613%,0,0%,1136,2.905%,,153,157,4
3-24-2020,KY,20,19.231%,1,33.333%,20,100%,,120,124,4
3-23-2020,KY,5,5.051%,0,0%,295,1.695%,,101,104,3
3-22-2020,KY,45,83.333%,1,50%,803,5.604%,,96,99,3
3-21-2020,KY,7,14.894%,1,100%,129,5.426%,,52,54,2
3-20-2020,KY,12,34.286%,0,0%,150,8%,,46,47,1
3-19-2020,KY,9,34.615%,0,0%,109,8.257%,,34,35,1
3-18-2020,KY,4,18.182%,0,0%,63,6.349%,,25,26,1
3-17-2020,KY,1,4.762%,0,0%,62,1.613%,,21,22,1
3-16-2020,KY,5,31.25%,1,Infinity%,100,5%,,20,21,1
3-15-2020,KY,2,14.286%,0,0,2,100%,,16,16,
3-14-2020,KY,3,27.273%,0,0,35,8.571%,,14,14,
3-13-2020,KY,3,37.5%,0,0,54,5.556%,,11,11,
3-12-2020,KY,0,0%,0,0,10,0%,,8,8,
3-11-2020,KY,2,33.333%,0,0,20,10%,,NaN,8,
3-10-2020,KY,2,50%,0,0,13,15.385%,,NaN,6,
3-9-2020,KY,3,300%,0,0,7,42.857%,,NaN,4,
3-8-2020,KY,0,0%,0,0,4,0%,,NaN,1,
3-7-2020,KY,1,Infinity%,0,0,3,33.333%,,NaN,1,
3-6-2020,KY,,0,,0,,0,,NaN,0,
5-25-2020,MT,0,0%,0,0%,301,0%,441,22,479,16
5-24-2020,MT,0,0%,0,0%,729,0%,441,22,479,16
5-23-2020,MT,0,0%,0,0%,795,0%,441,22,479,16
5-22-2020,MT,0,0%,0,0%,1333,0%,441,22,479,16
5-21-2020,MT,1,0.209%,0,0%,798,0.125%,440,23,479,16
5-20-2020,MT,7,1.486%,0,0%,776,0.902%,440,22,478,16
5-19-2020,MT,1,0.213%,0,0%,783,0.128%,437,18,471,16
5-18-2020,MT,2,0.427%,0,0%,1282,0.156%,434,20,470,16
5-17-2020,MT,0,0%,0,0%,794,0%,431,21,468,16
5-16-2020,MT,2,0.429%,0,0%,673,0.297%,431,21,468,16
5-15-2020,MT,4,0.866%,0,0%,869,0.46%,431,19,466,16
5-14-2020,MT,0,0%,0,0%,697,0%,431,15,462,16
5-13-2020,MT,1,0.217%,0,0%,817,0.122%,430,16,462,16
5-12-2020,MT,2,0.436%,0,0%,463,0.432%,425,20,461,16
5-11-2020,MT,1,0.218%,0,0%,868,0.115%,423,20,459,16
5-10-2020,MT,0,0%,0,0%,375,0%,422,20,458,16
5-9-2020,MT,0,0%,0,0%,384,0%,422,20,458,16
5-8-2020,MT,2,0.439%,0,0%,698,0.287%,420,22,458,16
5-7-2020,MT,0,0%,0,0%,543,0%,417,23,456,16
5-6-2020,MT,0,0%,0,0%,4432,0%,417,23,456,16
5-5-2020,MT,-1,-0.219%,0,0%,184,-0.543%,410,30,456,16
5-4-2020,MT,2,0.44%,0,0%,81,2.469%,404,37,457,16
5-3-2020,MT,0,0%,0,0%,372,0%,404,35,455,16
5-2-2020,MT,2,0.442%,0,0%,432,0.463%,404,35,455,16
5-1-2020,MT,0,0%,0,0%,289,0%,397,40,453,16
4-30-2020,MT,2,0.443%,0,0%,386,0.518%,392,45,453,16
4-29-2020,MT,0,0%,1,6.667%,337,0%,382,53,451,16
4-28-2020,MT,2,0.445%,1,7.143%,158,1.266%,356,80,451,15
4-27-2020,MT,1,0.223%,0,0%,171,0.585%,352,83,449,14
4-26-2020,MT,3,0.674%,0,0%,365,0.822%,339,95,448,14
4-25-2020,MT,1,0.225%,0,0%,370,0.27%,339,92,445,14
4-24-2020,MT,2,0.452%,0,0%,252,0.794%,325,105,444,14
4-23-2020,MT,3,0.683%,0,0%,292,1.027%,306,122,442,14
4-22-2020,MT,2,0.458%,2,16.667%,342,0.585%,296,129,439,14
4-21-2020,MT,4,0.924%,2,20%,190,2.105%,273,152,437,12
4-20-2020,MT,0,0%,0,0%,153,0%,243,180,433,10
4-19-2020,MT,7,1.643%,0,0%,329,2.128%,243,180,433,10
4-18-2020,MT,4,0.948%,2,25%,325,1.231%,234,182,426,10
4-17-2020,MT,7,1.687%,1,14.286%,308,2.273%,233,181,422,8
4-16-2020,MT,11,2.723%,0,0%,353,3.116%,218,190,415,7
4-15-2020,MT,5,1.253%,0,0%,349,1.433%,209,188,404,7
4-14-2020,MT,5,1.269%,0,0%,136,3.676%,197,195,399,7
4-13-2020,MT,7,1.809%,1,16.667%,185,3.784%,171,216,394,7
4-12-2020,MT,10,2.653%,0,0%,332,3.012%,169,212,387,6
4-11-2020,MT,12,3.288%,0,0%,284,4.225%,169,202,377,6
4-10-2020,MT,11,3.107%,0,0%,437,2.517%,165,194,365,6
4-9-2020,MT,22,6.627%,0,0%,462,4.762%,157,191,354,6
4-8-2020,MT,13,4.075%,0,0%,413,3.148%,135,191,332,6
4-7-2020,MT,20,6.689%,0,0%,195,10.256%,,313,319,6
4-6-2020,MT,13,4.545%,0,0%,187,6.952%,,293,299,6
4-5-2020,MT,21,7.925%,1,20%,426,4.93%,,280,286,6
4-4-2020,MT,22,9.053%,0,0%,601,3.661%,,260,265,5
4-3-2020,MT,16,7.048%,0,0%,256,6.25%,,238,243,5
4-2-2020,MT,19,9.135%,0,0%,402,4.726%,,222,227,5
4-1-2020,MT,24,13.043%,1,25%,500,4.8%,,203,208,5
3-31-2020,MT,13,7.602%,0,0%,104,12.5%,,180,184,4
3-30-2020,MT,17,11.039%,3,300%,17,100%,,167,171,4
3-29-2020,MT,25,19.38%,0,0%,912,2.741%,,153,154,1
3-28-2020,MT,21,19.444%,1,Infinity%,687,3.057%,,128,129,1
3-27-2020,MT,37,52.113%,0,0,499,7.415%,,108,108,
3-26-2020,MT,18,33.962%,0,0,198,9.091%,,71,71,
3-25-2020,MT,7,15.217%,0,0,312,2.244%,,53,53,
3-24-2020,MT,12,35.294%,0,0,509,2.358%,,46,46,
3-23-2020,MT,3,9.677%,0,0,3,100%,,34,34,
3-22-2020,MT,11,55%,0,0,11,100%,,31,31,
3-21-2020,MT,4,25%,0,0,219,1.826%,,20,20,
3-20-2020,MT,4,33.333%,0,0,174,2.299%,,16,16,
3-19-2020,MT,2,20%,0,0,264,0.758%,,12,12,
3-18-2020,MT,2,25%,0,0,198,1.01%,,10,10,
3-17-2020,MT,1,14.286%,0,0,106,0.943%,,8,8,
3-16-2020,MT,0,0%,0,0,95,0%,,7,7,
3-15-2020,MT,2,40%,0,0,2,100%,,7,7,
3-14-2020,MT,4,400%,0,0,52,7.692%,,5,5,
3-13-2020,MT,0,0%,0,0,21,0%,,1,1,
3-12-2020,MT,1,Infinity%,0,0,14,7.143%,,1,1,
3-11-2020,MT,0,0,0,0,6,0%,,NaN,0,
3-10-2020,MT,0,0,0,0,4,0%,,NaN,0,
3-9-2020,MT,0,0,0,0,0,0,,NaN,0,
3-8-2020,MT,0,0,0,0,0,0,,NaN,0,
3-7-2020,MT,,0,,0,,0,,NaN,0,
5-25-2020,MO,179,1.493%,4,0.587%,5766,3.104%,,11482,12167,685
5-24-2020,MO,236,2.008%,5,0.74%,3315,7.119%,,11307,11988,681
5-23-2020,MO,194,1.678%,5,0.745%,-24642,-0.787%,,11076,11752,676
5-22-2020,MO,218,1.922%,10,1.513%,10854,2.008%,,10887,11558,671
5-21-2020,MO,108,0.962%,30,4.754%,108,100%,,10679,11340,661
5-20-2020,MO,152,1.372%,15,2.435%,7874,1.93%,,10601,11232,631
5-19-2020,MO,135,1.233%,11,1.818%,2772,4.87%,,10464,11080,616
5-18-2020,MO,156,1.446%,11,1.852%,5083,3.069%,,10340,10945,605
5-17-2020,MO,114,1.068%,5,0.849%,6915,1.649%,,10195,10789,594
5-16-2020,MO,219,2.094%,13,2.257%,4882,4.486%,,10086,10675,589
5-15-2020,MO,139,1.347%,14,2.491%,7348,1.892%,,9880,10456,576
5-14-2020,MO,175,1.725%,20,3.69%,2968,5.896%,,9755,10317,562
5-13-2020,MO,136,1.359%,18,3.435%,2846,4.779%,,9600,10142,542
5-12-2020,MO,88,0.887%,36,7.377%,5676,1.55%,,9482,10006,524
5-11-2020,MO,74,0.752%,6,1.245%,74,100%,,9430,9918,488
5-10-2020,MO,178,1.842%,10,2.119%,6648,2.677%,,9362,9844,482
5-9-2020,MO,177,1.865%,23,5.122%,177,100%,,9194,9666,472
5-8-2020,MO,148,1.584%,31,7.416%,5099,2.903%,,9040,9489,449
5-7-2020,MO,239,2.626%,22,5.556%,2875,8.313%,,8923,9341,418
5-6-2020,MO,186,2.086%,19,5.04%,5681,3.274%,,8706,9102,396
5-5-2020,MO,162,1.851%,19,5.307%,3615,4.481%,,8539,8916,377
5-4-2020,MO,368,4.388%,6,1.705%,8475,4.342%,,8396,8754,358
5-3-2020,MO,232,2.845%,1,0.285%,232,100%,,8034,8386,352
5-2-2020,MO,319,4.071%,14,4.154%,319,100%,,7803,8154,351
5-1-2020,MO,273,3.61%,8,2.432%,1738,15.708%,,7498,7835,337
4-30-2020,MO,137,1.845%,11,3.459%,3528,3.883%,,7233,7562,329
4-29-2020,MO,122,1.671%,4,1.274%,3656,3.337%,,7107,7425,318
4-28-2020,MO,132,1.841%,26,9.028%,2397,5.507%,,6989,7303,314
4-27-2020,MO,174,2.487%,14,5.109%,1358,12.813%,,6883,7171,288
4-26-2020,MO,171,2.505%,1,0.366%,2530,6.759%,,6723,6997,274
4-25-2020,MO,201,3.034%,11,4.198%,2011,9.995%,,6553,6826,273
4-24-2020,MO,304,4.809%,44,20.183%,5757,5.281%,,6363,6625,262
4-23-2020,MO,184,2.998%,10,4.808%,1294,14.219%,,6103,6321,218
4-22-2020,MO,196,3.299%,19,10.053%,1036,18.919%,,5929,6137,208
4-21-2020,MO,134,2.308%,12,6.78%,1107,12.105%,,5752,5941,189
4-20-2020,MO,140,2.47%,1,0.568%,2104,6.654%,,5630,5807,177
4-19-2020,MO,150,2.719%,1,0.571%,150,100%,,5491,5667,176
4-18-2020,MO,234,4.429%,10,6.061%,2042,11.459%,,5342,5517,175
4-17-2020,MO,172,3.365%,13,8.553%,1069,16.09%,,5118,5283,165
4-16-2020,MO,216,4.413%,5,3.401%,1636,13.203%,,4959,5111,152
4-15-2020,MO,209,4.46%,14,10.526%,1034,20.213%,,4748,4895,147
4-14-2020,MO,298,6.791%,19,16.667%,2550,11.686%,,4553,4686,133
4-13-2020,MO,228,5.481%,4,3.636%,228,100%,,4274,4388,114
4-12-2020,MO,136,3.38%,1,0.917%,2028,6.706%,,4050,4160,110
4-11-2020,MO,225,5.923%,13,13.542%,2432,9.252%,,3915,4024,109
4-10-2020,MO,260,7.347%,19,24.675%,2246,11.576%,,3703,3799,96
4-9-2020,MO,212,6.372%,19,32.759%,4384,4.836%,,3462,3539,77
4-8-2020,MO,290,9.549%,5,9.434%,2141,13.545%,,3269,3327,58
4-7-2020,MO,315,11.572%,14,35.897%,2134,14.761%,,2984,3037,53
4-6-2020,MO,355,14.998%,5,14.706%,2586,13.728%,,2683,2722,39
4-5-2020,MO,76,3.317%,10,41.667%,2344,3.242%,,2333,2367,34
4-4-2020,MO,178,8.424%,5,26.316%,3435,5.182%,,2267,2291,24
4-3-2020,MO,279,15.213%,0,0%,1787,15.613%,,2094,2113,19
4-2-2020,MO,253,16.003%,1,5.556%,2256,11.215%,,1815,1834,19
4-1-2020,MO,254,19.141%,4,28.571%,1486,17.093%,,1563,1581,18
3-31-2020,MO,296,28.71%,1,7.692%,1706,17.351%,,1313,1327,14
3-30-2020,MO,193,23.031%,3,30%,1850,10.432%,,1018,1031,13
3-29-2020,MO,0,0%,0,0%,1465,0%,,828,838,10
3-28-2020,MO,169,25.262%,2,25%,9882,1.71%,,828,838,10
3-27-2020,MO,167,33.267%,0,0%,167,100%,,661,669,8
3-26-2020,MO,146,41.011%,0,0%,146,100%,,494,502,8
3-25-2020,MO,173,94.536%,5,166.667%,173,100%,,348,356,8
3-24-2020,MO,0,0%,0,0%,0,0,,180,183,3
3-23-2020,MO,93,103.333%,0,0%,93,100%,,180,183,3
3-22-2020,MO,17,23.288%,0,0%,17,100%,,87,90,3
3-21-2020,MO,26,55.319%,2,200%,26,100%,,70,73,3
3-20-2020,MO,23,95.833%,0,0%,84,27.381%,,46,47,1
3-19-2020,MO,11,84.615%,1,Infinity%,66,16.667%,,23,24,1
3-18-2020,MO,5,62.5%,0,0,51,9.804%,,13,13,0
3-17-2020,MO,2,33.333%,0,0,45,4.444%,,8,8,0
3-16-2020,MO,1,20%,0,0,43,2.326%,,6,6,0
3-15-2020,MO,1,25%,0,0,33,3.03%,,5,5,0
3-14-2020,MO,2,100%,0,0,21,9.524%,,4,4,0
3-13-2020,MO,1,100%,0,0,8,12.5%,,2,2,
3-12-2020,MO,0,0%,0,0,64,0%,,1,1,
3-11-2020,MO,0,0%,0,0,0,0,,NaN,1,
3-10-2020,MO,0,0%,0,0,0,0,,NaN,1,
3-9-2020,MO,0,0%,0,0,0,0,,NaN,1,
3-8-2020,MO,1,Infinity%,0,0,1,100%,,NaN,1,
3-7-2020,MO,,0,,0,,0,,NaN,0,
5-25-2020,ME,19,0.925%,0,0%,19,100%,1290,706,2074,78
5-24-2020,ME,42,2.086%,1,1.299%,42,100%,1263,714,2055,78
5-23-2020,ME,65,3.337%,2,2.667%,65,100%,1232,704,2013,77
5-22-2020,ME,71,3.783%,2,2.74%,71,100%,1192,681,1948,75
5-21-2020,ME,58,3.189%,0,0%,58,100%,1145,659,1877,73
5-20-2020,ME,78,4.48%,0,0%,13436,0.581%,1100,646,1819,73
5-19-2020,ME,28,1.635%,2,2.817%,28,100%,1088,580,1741,73
5-18-2020,ME,26,1.541%,1,1.429%,26,100%,1053,589,1713,71
5-17-2020,ME,39,2.367%,0,0%,39,100%,1028,589,1687,70
5-16-2020,ME,45,2.807%,1,1.449%,45,100%,1012,566,1648,70
5-15-2020,ME,38,2.428%,0,0%,38,100%,993,541,1603,69
5-14-2020,ME,50,3.3%,3,4.545%,50,100%,958,538,1565,69
5-13-2020,ME,38,2.573%,1,1.538%,38,100%,943,506,1515,66
5-12-2020,ME,15,1.026%,0,0%,15,100%,913,499,1477,65
5-11-2020,ME,26,1.811%,1,1.563%,26,100%,872,525,1462,65
5-10-2020,ME,28,1.989%,0,0%,28,100%,861,511,1436,64
5-9-2020,ME,34,2.475%,1,1.587%,34,100%,857,487,1408,64
5-8-2020,ME,44,3.308%,1,1.613%,44,100%,836,475,1374,63
5-7-2020,ME,76,6.061%,0,0%,76,100%,787,481,1330,62
5-6-2020,ME,28,2.284%,1,1.639%,2574,1.088%,766,426,1254,62
5-5-2020,ME,21,1.743%,4,7.018%,21,100%,741,424,1226,61
5-4-2020,ME,20,1.688%,0,0%,20,100%,720,428,1205,57
5-3-2020,ME,33,2.865%,1,1.786%,33,100%,706,422,1185,57
5-2-2020,ME,29,2.582%,1,1.818%,29,100%,689,407,1152,56
5-1-2020,ME,28,2.557%,2,3.774%,28,100%,657,411,1123,55
4-30-2020,ME,39,3.693%,1,1.923%,39,100%,631,411,1095,53
4-29-2020,ME,16,1.538%,1,1.961%,2778,0.576%,615,389,1056,52
4-28-2020,ME,17,1.662%,0,0%,17,100%,585,404,1040,51
4-27-2020,ME,8,0.788%,1,2%,8,100%,549,423,1023,51
4-26-2020,ME,25,2.525%,0,0%,25,100%,532,433,1015,50
4-25-2020,ME,25,2.591%,3,6.383%,25,100%,519,421,990,50
4-24-2020,ME,28,2.988%,3,6.818%,28,100%,499,419,965,47
4-23-2020,ME,30,3.308%,5,12.821%,30,100%,485,408,937,44
4-22-2020,ME,19,2.14%,3,8.333%,2727,0.697%,455,413,907,39
4-21-2020,ME,13,1.486%,1,2.857%,13,100%,443,409,888,36
4-20-2020,ME,8,0.923%,1,2.941%,8,100%,414,426,875,35
4-19-2020,ME,20,2.361%,2,6.25%,20,100%,393,440,867,34
4-18-2020,ME,20,2.418%,3,10.345%,20,100%,382,433,847,32
4-17-2020,ME,31,3.894%,2,7.407%,31,100%,352,446,827,29
4-16-2020,ME,26,3.377%,3,12.5%,26,100%,333,436,796,27
4-15-2020,ME,36,4.905%,4,20%,2504,1.438%,305,441,770,24
4-14-2020,ME,36,5.158%,1,5.263%,36,100%,292,422,734,20
4-13-2020,ME,65,10.269%,0,0%,5585,1.164%,273,406,698,19
4-12-2020,ME,17,2.76%,0,0%,17,100%,266,348,633,19
4-11-2020,ME,30,5.119%,2,11.765%,30,100%,256,341,616,19
4-10-2020,ME,26,4.643%,1,6.25%,26,100%,246,323,586,17
4-9-2020,ME,23,4.283%,2,14.286%,23,100%,202,342,560,16
4-8-2020,ME,18,3.468%,2,16.667%,18,100%,187,336,537,14
4-7-2020,ME,20,4.008%,2,20%,20,100%,176,331,519,12
4-6-2020,ME,29,6.17%,0,0%,29,100%,158,331,499,10
4-5-2020,ME,14,3.07%,0,0%,14,100%,156,304,470,10
4-4-2020,ME,24,5.556%,1,11.111%,24,100%,140,306,456,10
4-3-2020,ME,56,14.894%,2,28.571%,56,100%,113,310,432,9
4-2-2020,ME,32,9.302%,0,0%,32,100%,94,275,376,7
4-1-2020,ME,41,13.531%,2,40%,41,100%,80,257,344,7
3-31-2020,ME,28,10.182%,2,66.667%,2722,1.029%,68,230,303,5
3-30-2020,ME,22,8.696%,0,0%,22,100%,41,231,275,3
3-29-2020,ME,42,19.905%,2,200%,42,100%,41,209,253,3
3-28-2020,ME,43,25.595%,0,0%,43,100%,36,174,211,1
3-27-2020,ME,13,8.387%,1,Infinity%,13,100%,24,143,168,1
3-26-2020,ME,6,4.027%,0,0,223,2.691%,16,139,155,
3-25-2020,ME,24,19.2%,0,0,187,12.834%,7,142,149,
3-24-2020,ME,18,16.822%,0,0,241,7.469%,,125,125,
3-23-2020,ME,18,20.225%,0,0,545,3.303%,,107,107,
3-22-2020,ME,16,21.918%,0,0,16,100%,,89,89,
3-21-2020,ME,16,28.07%,0,0,16,100%,,73,73,
3-20-2020,ME,4,7.547%,0,0,264,1.515%,,57,57,
3-19-2020,ME,10,23.256%,0,0,344,2.907%,,53,53,
3-18-2020,ME,11,34.375%,0,0,378,2.91%,,43,43,
3-17-2020,ME,15,88.235%,0,0,554,2.708%,,32,32,
3-16-2020,ME,14,466.667%,0,0,687,2.038%,,17,17,
3-15-2020,ME,0,0%,0,0,0,0,,3,3,
3-14-2020,ME,0,0%,0,0,0,0,,3,3,
3-13-2020,ME,2,200%,0,0,28,7.143%,,3,3,
3-12-2020,ME,1,Infinity%,0,0,24,4.167%,,1,1,
3-11-2020,ME,0,0,0,0,22,0%,,NaN,0,
3-10-2020,ME,0,0,0,0,19,0%,,NaN,0,
3-9-2020,ME,0,0,0,0,0,0,,NaN,0,
3-8-2020,ME,0,0,0,0,0,0,,NaN,0,
3-7-2020,ME,,0,,0,,0,,NaN,0,
5-25-2020,MI,202,0.369%,12,0.23%,21628,0.934%,33168,16473,54881,5240
5-24-2020,MI,314,0.578%,5,0.096%,314,100%,33168,16283,54679,5228
5-23-2020,MI,452,0.838%,65,1.26%,-20866,-2.166%,33168,15974,54365,5223
5-22-2020,MI,403,0.753%,29,0.565%,17044,2.364%,28234,20521,53913,5158
5-21-2020,MI,501,0.945%,69,1.364%,17668,2.836%,28234,20147,53510,5129
5-20-2020,MI,659,1.259%,43,0.857%,14168,4.651%,28234,19715,53009,5060
5-19-2020,MI,435,0.838%,102,2.075%,12726,3.418%,28234,19099,52350,5017
5-18-2020,MI,773,1.511%,24,0.491%,13220,5.847%,28234,18766,51915,4915
5-17-2020,MI,638,1.263%,11,0.225%,39037,1.634%,28234,18017,51142,4891
5-16-2020,MI,425,0.849%,55,1.14%,425,100%,28234,17390,50504,4880
5-15-2020,MI,497,1.002%,38,0.794%,21613,2.3%,22686,22568,50079,4825
5-14-2020,MI,1191,2.461%,73,1.549%,27623,4.312%,22686,22109,49582,4787
5-13-2020,MI,370,0.77%,40,0.856%,370,100%,22686,20991,48391,4714
5-12-2020,MI,469,0.986%,90,1.963%,8942,5.245%,22686,20661,48021,4674
5-11-2020,MI,414,0.878%,33,0.725%,13270,3.12%,22686,20282,47552,4584
5-10-2020,MI,382,0.817%,25,0.552%,12192,3.133%,22686,19901,47138,4551
5-9-2020,MI,430,0.928%,133,3.028%,13233,3.249%,22686,19544,46756,4526
5-8-2020,MI,680,1.49%,50,1.151%,13191,5.155%,15659,26274,46326,4393
5-7-2020,MI,592,1.314%,93,2.188%,13831,4.28%,15659,25644,45646,4343
5-6-2020,MI,657,1.48%,71,1.699%,10395,6.32%,15659,25145,45054,4250
5-5-2020,MI,447,1.017%,130,3.211%,447,100%,15659,24559,44397,4179
5-4-2020,MI,196,0.448%,0,0%,9857,1.988%,15659,24242,43950,4049
5-3-2020,MI,547,1.266%,29,0.721%,10823,5.054%,15659,24046,43754,4049
5-2-2020,MI,851,2.009%,154,3.983%,11204,7.596%,15659,23528,43207,4020
5-1-2020,MI,977,2.361%,77,2.032%,10238,9.543%,8342,30148,42356,3866
4-30-2020,MI,980,2.426%,119,3.243%,7915,12.382%,8342,29248,41379,3789
4-29-2020,MI,1137,2.896%,103,2.888%,7547,15.066%,8342,28387,40399,3670
4-28-2020,MI,1052,2.753%,160,4.696%,7045,14.933%,8342,27353,39262,3567
4-27-2020,MI,432,1.144%,92,2.775%,6754,6.396%,8342,26461,38210,3407
4-26-2020,MI,575,1.546%,41,1.252%,6962,8.259%,8342,26121,37778,3315
4-25-2020,MI,562,1.534%,189,6.126%,7748,7.253%,8342,25587,37203,3274
4-24-2020,MI,1350,3.825%,108,3.628%,7975,16.928%,3237,30319,36641,3085
4-23-2020,MI,1325,3.901%,164,5.83%,10096,13.124%,3237,29077,35291,2977
4-22-2020,MI,999,3.03%,113,4.185%,999,100%,3237,27916,33966,2813
4-21-2020,MI,967,3.022%,232,9.4%,3428,28.209%,3237,27030,32967,2700
4-20-2020,MI,576,1.833%,77,3.22%,4137,13.923%,3237,26295,32000,2468
4-19-2020,MI,633,2.056%,83,3.596%,9934,6.372%,3237,25796,31424,2391
4-18-2020,MI,768,2.558%,81,3.637%,768,100%,3237,25246,30791,2308
4-17-2020,MI,760,2.597%,134,6.402%,4673,16.264%,629,27167,30023,2227
4-16-2020,MI,1204,4.291%,172,8.954%,4589,26.237%,617,26553,29263,2093
4-15-2020,MI,1058,3.918%,153,8.654%,3471,30.481%,452,25686,28059,1921
4-14-2020,MI,1366,5.329%,166,10.362%,3582,38.135%,452,24781,27001,1768
4-13-2020,MI,997,4.047%,115,7.734%,3207,31.088%,447,23586,25635,1602
4-12-2020,MI,645,2.688%,95,6.825%,3423,18.843%,433,22718,24638,1487
4-11-2020,MI,1210,5.311%,111,8.665%,3970,30.479%,595,22006,23993,1392
4-10-2020,MI,1279,5.948%,205,19.052%,4990,25.631%,56,21446,22783,1281
4-9-2020,MI,915,4.444%,117,12.2%,915,100%,56,20372,21504,1076
4-8-2020,MI,766,3.864%,114,13.491%,766,100%,56,19574,20589,959
4-7-2020,MI,973,5.162%,118,16.231%,3403,28.592%,56,18922,19823,845
4-6-2020,MI,1283,7.303%,110,17.828%,4072,31.508%,56,18067,18850,727
